,lyrics,artist,song,album_name,genres,spotify_id,popularity,release,danceability,energy,key,mode,valence,tempo,duration_ms
60736,"Tem o verde do mato
Tem o branco do concreto
E tem o céu

Tem o balanço da rede
Tem o cheiro do verde
E tem a calma

Tem a moça que grita
Porque não quer dormir
Pra poder amar de novo

E tem uma que dança
E tem a outra que joga
E sempre mais

Tem amigo do peito
Tem centenas de sonhos pra cumprir

Tem o canto da festa
Tem o cheiro da calma
E é só amor

Mas se você vier
Prepara a cama e o colchão
A roupa limpa e o lençol
Que dá uma vontade de ficar",Rubel,Pearl,Pearl,folk,76bcaYeKOKTrj9lEc9BZFU,59.0,2015,0.55,0.314,7.0,1.0,0.595,90.088,394707
60984,"Não vou negar quem sou, não há máscara em mim
Desde quando Te entreguei meu coração
Não vale a pena Te negar em troca de viver
Se morrer por Ti, pra mim significa viver

Nada vai interromper minha adoração
Babilônia não habita no meu coração
Nem o fogo vai fazer
A aliança que eu tenho com o Senhor se romper

Minha identidade é Servo do Senhor
Dentro da fornalha vou mostrar quem És
Sendo quem eu sou, fiel adorador
Nem a morte vai nos separar, Senhor

Não vou negar quem sou, não há máscara em mim
Desde quando Te entreguei meu coração
Não vale a pena Te negar em troca de viver
Se morrer por Ti, pra mim significa viver

Nada vai interromper minha adoração
Babilônia não habita no meu coração
Nem o fogo vai fazer
A aliança que eu tenho com o Senhor se romper

Minha identidade é: Servo do Senhor
Dentro da fornalha vou mostrar quem És
Sendo quem eu sou, fiel adorador
Nem a morte vai nos separar, Senhor

Sadraque, Mesaque e Abedenego
Jovens demais pra morrerem cedo
Negaram o pedido de um rei
O decreto era que adorassem a imagem que ele fez
Quem não adorasse seria lançado
Dentro da fornalha ardente de fogo

E foi dessa forma que aconteceu
Mas a verdade é que o rei enlouqueceu
Pois havia um quarto homem e com eles passeava
No meio do fogo, mas o fogo não queimava
O rei reconheceu que não havia outro Deus
E o adorou

Minha identidade é: servo do Senhor
Dentro da fornalha vou mostrar quem És
Sendo quem eu sou, fiel adorador
Nem a morte vai nos separar

Minha identidade é: servo do Senhor
Dentro da fornalha vou mostrar quem És
Sendo quem eu sou, fiel adorador
Nem a morte vai nos separar
Senhor

Senhor
Senhor
Senhor
Senhor
Senhor

Aleluia, Glória a Deus",Anderson Freire,Identidade,Identidade,"pop,rap,worship,gospel,adoracao",7M26v5zmBOYSXYt8MVeZpF,47.0,2010,0.515,0.833,0.0,0.0,0.434,77.01100000000002,305760
61416,"Já te fiz muita canção
São quatro, ou cinco, ou seis, ou mais
Eu sei demais
Que tá demais
Eu chego com um violão
Você só ta querendo paz
Você desvia pra cozinha
E eu vou cantando atrás

Hoje eu falei pra mim
Jurei até
Que essa não seria pra você
E agora é
Hoje eu falei pra mim
Jurei até
Que essa não seria pra você...

Se juntar cada verso meu
E comparar
Vai dar pra ver
Tem mais você que nota dó
Eu vou ter que me controlar
Se um dia eu quero enriquecer
Quem vai comprar esse CD
Sobre uma pessoa só?

Hoje eu falei pra mim
Jurei até
Que essa não seria pra você
E agora é
Hoje eu falei pra mim
Jurei até
Que essa não seria pra você...

Se juntar cada verso meu
E comparar
Vai dar pra ver
Tem mais você que nota dó
Eu vou ter que me controlar
Se um dia eu quero enriquecer
Quem vai comprar esse CD
Sobre uma pessoa só?

Hoje eu falei pra mim
Jurei até
Que essa não seria pra você
E agora é
Hoje eu falei pra mim
Jurei até
Que essa não seria pra você...",Clarice Falcão,Monomania,Monomania,"folk,folk",5V5yANPr6BTgo11cztb1YQ,55.0,2013,0.782,0.18,0.0,1.0,0.268,96.006,217757
61599,"A policia paresente suas armas
Escudos transparentes, cassetetes
Capacetes reluzentes
E a determinaçao de manter tudo
Em seu lugar
O governo apresenta suas armas
Discurso reticente, novidade inconsistente
E a liberdade cai por terra
Aos pés de um filme de Godard

A cidade apresenta suas armas
Meninos nos sinais, mendigos pelos cantos
E o espanto estános olhos de quem vê
O grande monstro a se criar

Os negros apresentam suas armas
As costas marcadas, as mãos calejadas
E a esperteza que só tem quem tá
Cansado de apanhar",Os Paralamas Do Sucesso,Selvagem,Selvagem? (Remastered),"brazilian rock,ska",4A59pEibUpqAag7pNjssUa,27.0,1986,0.812,0.379,9.0,1.0,0.773,144.424,197760
61810,"Você me subestima, eu continuo nem aí
Vivo na brisa e o que me incomoda deixa de existir
Se apavora ao ver que cada vez mais posso progredir
Passa, ignora e percebe que não tem pra onde fugir

Vejo você cair, querendo admitir
Que o meu processo apesar de ser lento pode fluir
Herdeira dos meus ancestrais, cultivando a paz que o verde me traz
Espalho minha mensagem e nada mais

Você parece que esquece que eu não uso estepe
Meu poder é black
Te provo tudo isso no rap
Se duvida aperta o rec, beat do nave me aquece
Vou bebendo um domecq, enquanto meu flow te enlouquece

Você demorou muito tempo pra perceber
Que ficar me julgando só te levou a perder
Nessa vida não basta querer ser
Tem que tá na veia, saber fazer

Mas você se distrai, confunde o meu valor
Sai falando demais, fica puto enquanto eu vou
Pronde você não vai, você não vai
Pronde você não vai, você não vai

Mas você se distrai, confunde o meu valor
Sai falando demais, fica puto enquanto eu vou
Pronde você não vai, você não vai
Pronde você não vai, você não vai

Mais uma vez derrubei, estilo fera pronta pra atacar
Eu te avisei que me garanto e não tô pra brincar
Tenta me desafiar e veja aonde vai parar
Com certeza não é o mesmo lugar que eu vou estar

Tô tentando entender
Esse seu jeito vulgar que tem ao dizer
Como devo caminhar e o que devo fazer
Se quer saber, não vale a pena gastar proceder
Só observa como eu faço
Cala essa boca e tenta entender

Preparada, eu vou para onde eu quiser
Meto os meus pés na estrada e enfrento o que vier
Justamente por ser mulher, e não ser uma qualquer
Minha atitude carrega vitória
Vou te lembrar disso sempre que eu puder

Você demorou muito tempo pra perceber
Que ficar me julgando só te levou a perder
Nessa vida não basta querer ser
Tem que tá na veia, saber fazer

Mas você se distrai, confunde o meu valor
Sai falando demais, fica puto enquanto eu vou
Pronde você não vai, você não vai
Pronde você não vai, você não vai

Mas você se distrai, confunde o meu valor
Sai falando demais, fica puto enquanto eu vou
Pronde você não vai, você não vai
Pronde você não vai, você não vai...",Karol Conka,Você Não Vai,Batuk Freak,"pop,rap",0WUpyuRSb9OsZs8xTiKoE3,34.0,2013,0.6859999999999999,0.875,10.0,0.0,0.583,146.05,209653
61868,"Hoje cê pode chegar, que eu tô querendo
Cê pode até só olhar, mas hoje eu quero, vem
Aproveita que hoje eu tô querendo
Pode chegar e não para

É só por hoje que eu estou querendo
A gente pira, se acaba, vai descendo, vem
Se tu aguenta, descobre o meu talento
Pode chegar e não para

Viu, eu vim pra ficar
Abre pra eu passar
Vai ter que respeitar
Não para não
Vai, não para, não para não

Vem que a gente vai mostrar para o que veio
Vem que a gente vai mostrar para o que veio
Vem, que no final a gente chega e pega fogo
Pode chegar e não para

Vem que a gente vai mostrar para o que veio
Vem que a gente vai mostrar para o que veio
Vem, que no final a gente chega e pega fogo
Pode chegar e não para

Hoje cê pode chegar, que eu tô querendo
Cê pode até só olhar, mas hoje eu quero, vem
Aproveita que hoje eu tô querendo
Pode chegar e não para

É só por hoje que eu estou querendo
A gente pira, se acaba, vai descendo, vem
Se tu aguenta, descobre o meu talento
Pode chegar e não para

Viu, eu vim pra ficar
Abre pra eu passar
Vai ter que respeitar
Não para não
Vai, não para, não para não

Vem que a gente vai mostrar para o que veio
Vem que a gente vai mostrar para o que veio
Vem, que no final a gente chega e pega fogo
Pode chegar e não para
Vem que a gente vai mostrar para o que veio
Vem que a gente vai mostrar para o que veio
Vem, que no final a gente chega e pega fogo
Pode chegar e não para",Anitta,Não Para,Anitta,"pop,electropop,electronic",4FWS2ZhM5Y0XUZiSuYrwoA,43.0,2013,0.813,0.7609999999999999,4.0,0.0,0.7070000000000001,133.082,193613
62143,"Bebendo vinho
Quebrando as taça
Fudendo por toda casa
Se divido o maço, eu te amo desgraça
Te amo desgraça
Bebendo vinho
Quebrando as taça
Fudendo por toda casa
Se divido o maço, eu te amo desgraça
Te amo, desgraça

Te amo, desgraça
Te amo, desgraça
Te amo, de graça

Te amo, desgraça

Fudendo no banheiro do bar
Embriagados, gritando que a cidade é nossa

Fudendo no banheiro do bar
Embriagados, gritando que a cidade é nossa

Te amo

Nosso ódio pelo mundo é parecido
Você nua pela casa é tão lindo
Bastou a gente fuder, eu vi, tava fudido

Transas contra o tédio de domingo
Paredão batendo e ela dançando
Os cria passam droga
A polícia passando
Não há briga entre nós

Mas vivemos brigando
Minha preta é rainha
Por isso não perco o trono
Minha preta é minha

Eu não perco o sono

Oral na minha mulher, é minha oração
Oral na minha mulher, é minha oração
Quebramos outro colchão
Foda-se transar no chão
Até que a morte nos separe ou então a prisão

Bebendo vinho
Quebrando as taça

Fudendo por toda casa
Se divido o maço, eu te amo, desgraça
Bebendo vinho
Quebrando as taça
Fudendo por toda casa
Se divido o maço, eu te amo, desgraça
Te amo, desgraça
Te amo, desgraça
Te amo de graça
Te amo, desgraça

Estilo Fagner
Estilo cachorro
Ah, se eu fosse você eu voltava pra mim de novo
São várias fãs
Mas amor, se acostume (por favor)
Nem a morte me chama mais
Pois sabe, você tem ciúmes
Carnaval carnal entre as esquinas da sua coxa
Prazer
Mais molhada que Veneza me afundo em você
Me chupa no carro roubado
99 fodas
Foda pra caralho
Relação te cobra
Igual dinheiro emprestado
Cerveja quente, outro trago
Certo pelo certo

Fui objetivo ela falou objeto
Cê faz mais falta que Felipe Melo
Sou paciente mas
Tem coisa que eu não espero
Acendo um cigarro
Nos encharcou de gasolina
E falou: Sou seu amor ou seu Nero
Eu sou seu amor ou seu Nero
Eu sou seu amor ou seu Nero
Eu sou paciente mas tem coisa que eu não espero

Bebendo vinho
Quebrando as taça
Fudendo por toda casa
Se divido o maço, te amo desgraça
Te amo desgraça",Baco Exu do Blues,Te Amo Disgraça,Esú,rap,5B4611SCn4puXahrf7rqkj,62.0,2017,0.774,0.234,6.0,0.0,0.277,100.044,290400
62723,"Quando me sinto só
Te faço mais presente
Eu fecho os meus olhos
E enxergo a gente

Em questão de segundos
Voo pra outro mundo
Outra constelação
Não dá para explicar
Ao ver você chegando
Qual a sensação

A gente não precisa tá colado pra tá junto
Os nossos corpos se conversam por horas e horas
Sem palavras tão dizendo a todo instante um pro outro
O quanto se adoram
Eu não preciso te olhar
Pra te ter em meu mundo
Porque aonde quer que eu vá
Você está em tudo

Tudo, tudo que eu preciso
Te vivo

Quando me sinto só
Te faço mais presente
Eu fecho os meus olhos
E enxergo a gente

Em questão de segundos
Voo pra outro mundo
Outra constelação
Não dá para explicar
Ao ver você chegando
Qual a sensação

A gente não precisa tá colado pra tá junto
Os nossos corpos se conversam por horas e horas
Sem palavras tão dizendo a todo instante um pro outro
O quanto se adoram
Eu não preciso te olhar
Pra te ter em meu mundo
Porque aonde quer que eu vá
Você está em tudo

Tudo, tudo que eu preciso
Te vivo

A gente não precisa tá colado pra tá junto
Os nossos corpos se conversam por horas e horas
Sem palavras tão dizendo a todo instante um pro outro
O quanto se adoram
Eu não preciso te olhar
Pra te ter em meu mundo
Porque aonde quer que eu vá
Você está em tudo

Tudo, tudo que eu preciso
Te vivo",Luan Santana,Te Vivo - Ao Vivo,Acústico (Ao Vivo),"sertanejo,pop,sertanejo universitario",4iDm97LHz4Zr1L6wHdHV8M,43.0,2015,0.5529999999999999,0.599,2.0,1.0,0.348,129.829,192960
62795,"Fiquei no sofá esperando você
Ainda bem que eu sentei
Senão além do coração a perna ia doer...
Doeu...

Não fiquei com ninguém
Primeiro porque quem se aproximou de mim
Tava com dó do que você aprontou comigo
Graças a Deus arranjei um monte de amigo

Um monte de conselho
Um pouco de vergonha na cara
3 doses de whisky
No tempo que um cigarro apaga
Esse amor acaba

E some igual fumaça
Se até o tempo passa imagina o seu amor?
Devolve o meu tempo que eu fiquei ligando
Mandando mensagem
Implorando por favor

Vou te cobrar com juros o que você me tirou?
Se até o tempo passa imagina o seu amor?
E esse arranhadinho no meu coração...
Soprou, passou, passou...
E o tempo levou...

Se é pra viver sofrendo?
Eu vou sofrer com um novo amor...
Né não?
Um monte de conselho
Um pouco de vergonha na cara

3 doses de whisky
No tempo que um cigarro apaga
Esse amor acaba...
E some igual fumaça...
Se até o tempo passa imagina o seu amor?

Devolve o meu tempo que eu fiquei ligando
Mandando mensagem
Implorando por favor
Vou te cobrar com juros o que você me tirou?
Se até o tempo passa imagina o nosso amor?

E esse arranhadinho no meu coração...
Soprou, passou, passou...
E o tempo levou...
Se é pra viver sofrendo?
Eu vou sofrer por outro amor...

Se até o tempo passa imagina o seu amor?
Devolve o meu tempo que eu fiquei ligando
Mandando mensagem
Implorando por favor
Vou te cobrar com juros o que você me tirou?
Se até o tempo passa imagina o seu amor?
E esse arranhadinho no meu coração...
Soprou, passou, passou...
E o tempo levou...
Se é pra viver sofrendo?
Eu vou sofrer com um novo amor...
Fiquei no sofá esperando você!",Marília Mendonça,Até o Tempo Passa (Ao Vivo),Realidade - Ao Vivo Em Manaus,sertanejo,66LS7kDjILdyytxSA7B50F,55.0,2017,0.687,0.847,2.0,1.0,0.853,160.035,150253
62884,"Espírito Santo ore por mim
Leve pra Deus tudo aquilo que eu preciso
Espirito Santo use as palavras
Que eu necessito usar mas não consigo
Me ajude nas minhas fraquezas
Não sei como devo pedir

Espírito Santo
Vem interceder por mim
Todas as coisas cooperam pra o bem
Daqueles que amam a Ti
Espírito Santo vem orar por mim

Estou clamando
Estou pedindo
Só Deus sabe a dor
Que estou sentindo
Meu coração
Está ferido
Mas o meu clamor está subindo

Estou clamando
Estou pedindo
Só Deus sabe a dor
Que estou sentindo
Meu coração
Está ferido
Mas o meu clamor está subindo

Todas as coisas cooperam pra o bem
Daqueles que amam a Ti
Espírito Santo vem orar por mim

Estou clamando
Estou pedindo
Só Deus sabe a dor
Que estou sentindo
Meu coração
Está ferido
Mas o meu clamor está subindo

Estou clamando
Estou pedindo
Só Deus sabe a dor
Que estou sentindo
Meu coração
Está ferido
Mas o meu clamor está subindo",Fernanda Brum,Espírito Santo,Quebrantado Coração,adoracao,4qO3WITv7447OvVUAdJjzM,50.0,2002,0.515,0.158,7.0,1.0,0.263,175.31799999999996,259692
62961,"Cabeça dinossauro
Cabeça dinossauro
Cabeça cabeça
Cabeça dinossauro

Pança de mamute
Pança de mamute
Pança pança
Pança de mamute

Espírito de porco
Espírito de porco
Espírito de porco",Titãs,Cabeça Dinossauro,Cabeça Dinossauro - Edição Comemorativa 30 anos - Deluxe,"rock,brazilian rock",5c2o5rXWAwLnDauKrVPlfu,39.0,2012,0.586,0.858,0.0,1.0,0.812,144.632,195173
63378,"Não parece certo alguém
Que tem asas ser colocado
Dentro de uma caixa sem ver
A luz do sol brilhar

Pra mim não faz sentido alguém
Que tem asas não ter o céu
Inteiro para poder voar
Se tenho asas eu sei que o céu é o meu lugar

Eu só queria voar
Eu só queria voar
Eu só queria voar
Eu só queria voar

Enfim a liberdade me ouviu
E abriu aquela caixa onde eu estava
Tentei voar, mas minhas asas
Não funcionavam mais

Eu passei tanto tempo ali
Tanto tempo que desaprendi
O que mais amava fazer
Que era voar com você

A liberdade me chamou de canto e disse assim:
""Não deixe nada te dizer quem você é...
Você é o que vê em mim""

Eu aprendi a voar
Eu aprendi a voar
Eu aprendi a voar
Eu aprendi a voar
Você me ensinou a voar
Você me ensinou a voar
Eu aprendi a voar quando te vi em mim
Eu aprendi a voar (quando te vi em mim)
Eu aprendi a voar (quando te vi em mim)
Quando te vi em mim...

A liberdade me chamou de canto e disse assim:
""Não deixe nada te dizer quem você é...
Você é o que vê em mim""",Priscilla Alcantara,Liberdade,Gente,"gospel,dubstep",0N8jU1f4bzxT5eUjDx9g4Z,49.0,2018,0.657,0.541,4.0,1.0,0.301,137.903,200006
63510,"Solidão, caminhar, espero um dia te ver mudar
Essa vida são escolhas sem direção, nada é linear
Continuar, sobreviver, pode ser muito cedo pra entender
Idéias em comum se tornam divisão, caminhos opostos que se encontram ou não.

Até que um dia amanhecer e você vir a perceber
Até que um dia se levantar
Semelhança e diferença nos fizeram paralisar
E fingimos esquecer o que, passou

Não há futuro, não há passado,tudo que se foi ou que virá
Só existe um sentimento teu por mim,estagnado odiar
E não se ver, e não sentir que o fardo em sua costas te impede de existir.
Deixar escapar o que é melhor, a chama em seu olho apagou
Até que um dia amanhecer e você finalmente perceber...
Até que um dia se levantar ...
Que nossas semelhanças nos façam caminhar e observar, e que um dia você possa me ver em ti.
Juntos estar em ação, poder dizer um dia união
No presente existir, pois a vida é curta e preciso agir",Dead Fish,Noite,Afasia,"hardcore,rock",5XtQX7YAnDR7ki1yJYfrUU,28.0,2000,0.377,0.937,5.0,1.0,0.494,138.009,196507
63546,"Sempre o medo de perder
Sempre o medo de não ser você
Mas agora eu sei e dói
E vou vagar até você saber também
Sempre fui o mau herói
Sempre sendo salvo por você
Mas agora que se foi
Sei que o meu melhor se foi também

Ah! Dor! Ah! Dor!
Não me deixe, eu lhe imploro
Fica, me envolve, me conforta, fixa
Ah! Dor! Ah! Dor!
Você foi só o que restou em mim
O que me faz ser vivo sem você aqui

Sempre sendo o que vai ser
Sempre o tempo apagando você
E agora é tão tarde
E a saudade vem, invade, arde
Sempre penso em você
Sempre penso comigo ""e você?""
Eu não quero te esquecer
E a ferida não fecha, não fecha

Ah! Dor! Ah! Dor!
Não me deixe, eu lhe imploro
Fica, me envolve, me conforta, fixa
Ah! Dor! Ah! Dor!
Você foi só o que restou em mim
O que me faz ser vivo sem você aqui

Aqui...
Ah... Dor... Ah... Dor...

Ah! Dor! Ah! Dor!
Não me deixe, eu lhe imploro
Fica, me envolve, me conforta, fixa
Ah! Dor! Ah! Dor!
Você foi só o que restou em mim
O que me faz ser vivo sem você aqui",Jaloo,Ah!Dor! - Boss In Drama Remix,Ah!Dor! (Boss In Drama Remix),"electronic,synthpop,experimental",47CHnEjuOG5GMwubAGCSAp,34.0,2016,0.715,0.605,5.0,0.0,0.921,80.01899999999998,204023
63547,"O som tocou no rádio
Ela perdeu o prumo
Ela dançou na noite
A gente foi o assunto

Eu só perdia ela
Quando queria mais
Ela beijou a lua
E se perdeu no cais

E nos perdemos tanto
Que a gente nem sabia
Se era meia-noite
Ou o sol do meio-dia

Se era o fim da linha
Ou se era um novo rumo
Se era mar aberto
Ou deserto profundo

Se era um vagar no mundo
Ou um som que se ouvia
Se era tu de novo
Ou eu que te queria

E de pensarmos tanto
A gente nem sabia
Que reluzindo a noite
A lua protegia

Pode a vida
Pode o amor
Pode o tempo transformar

Pode a vida
Poliamor
Pode o mundo
Pode amar

Pode a vida
Pode o amor
Pode o tempo transformar

Pode a vida
Poliamor
Pode o mundo
Pode amar

Pode amar
Poliamar
Pode amar
O som tocou no rádio
Ela perdeu o prumo
Ela dançou na noite
A gente foi o assunto
Eu só perdia ela
Quando queria mais
Ela beijou a lua
E se perdeu no cais

E nos perdemos tanto
Que a gente nem sabia
Se era meia-noite
Ou o sol do meio-dia

Se era o fim da linha
Ou se era um novo rumo
Se era mar aberto
Ou deserto profundo

Se era um vagar no mundo
Ou um som que se ouvia
Se era tu de novo
Ou eu que te queria

E de pensarmos tanto
A gente nem sabia
Que reluzindo a noite
A lua protegia

Pode a vida
Pode o amor
Pode o tempo transformar

Pode a vida
Poliamor
Pode o mundo
Pode amar

Pode a vida
Pode o amor
Pode o tempo transformar

Pode a vida
Poliamor
Pode o mundo
Pode amar

Pode amar
Poliamar
Pode amar

Pode a vida o amor
Pode a vida o amor",Barro,Poliamor,Miocardio,mpb,2gEWBNzyEVDnZrjwjMXL7m,32.0,2016,0.565,0.7240000000000001,1.0,1.0,0.772,94.95,236816
63640,"Lá lá lá
Tem uns dias
Que eu acordo
Pensando e querendo saber
De onde vem
O nosso impulso
De sondar o espaço
A começar pelas sombras sobre as estrelas-las-las-las
E depensar que eram os deuses astronautas
E que se pode voar sozinho até as estrelas-las-las
Ou antes dos tempos conhecidos
Conhecidos
Vieram os deuses de outras galáxias-xias-xias
Ou de um planeta de possibilidades impossíveis
E de pensar que não somos os primeiros seres terrestres
Pois nós herdamos uma hernaça cósmica
Errare humanum est
Errare humanum est
Nem deuses
Nem astronautas
Ô ô ô ô
Eram os deuses astronautas
Lá lá lá lá
Nem deuses
Nem astronautas
Ô ô ô ô
Eram os deuses astronautas
Lá lá lá lá
Eram os deuses astronautas
Ná ná ná ná ná
Dez
Ná ná ná ná ná
Nove
Ná ná ná ná ná
Oito
Ná ná ná ná ná
Sete
Ná ná ná ná ná
Seis
Ná ná ná ná ná
Cinco
Ná ná ná ná ná
Cuatro
Ná ná ná ná ná
Três
Ná ná ná ná ná
Dois
Ná ná ná ná ná
Um
Ná ná ná ná ná
Zero",Jorge Ben Jor,Errare Humanum Est,A Tabua De Esmeralda,samba,27KA6KHjX6dLuEcZAcvEF1,43.0,1974,0.573,0.5429999999999999,4.0,0.0,0.865,105.089,290893
63930,"Todo mundo tá relendo o que nunca foi lido
Todo mundo tá comprando os mais vendidos
Qualquer nota, qualquer notícia
Páginas em branco, fotos coloridas
Qualquer nova, qualquer notícia
Qualquer coisa que se mova é um alvo
E ninguém tá salvo

Todo mundo tá revendo o que nunca foi visto
Tá na cara, tá na capa da revista
Qualquer nota, uma nota preta
Páginas em branco fotos coloridas
Qualquer rota (Rotatividade)
Qualquer coisa que se mova é um alvo
E ninguém tá salvo
Um disparo, um estouro

O papa é pop, o papa é pop
O pop não poupa ninguém
O papa levou um tiro a queima roupa
O pop não poupa ninguém

O papa é pop, o papa é pop (O presidente é pop, o indigente é pop)
O pop não poupa ninguém (Nós somos pop também)
O papa levou um tiro a queima roupa (A minha mente é pop, a tua mente é pop)
O pop não poupa ninguém

Uma palavra na tua camiseta
Um planeta na tua cama
Uma palavra escrita a lápis
Eternidades da semana

Qualquer nota, qualquer notícia
Páginas em branco, fotos coloridas
Qualquer coisa quase nova
Qualquer coisa que se mova é um alvo
E ninguém tá salvo
Um disparo, um estouro (Uaaau)

O papa é pop, o papa é pop
O pop não poupa ninguém
O papa levou um tiro à queima roupa (É, é)
O pop não poupa ninguém

O papa é pop, o papa é pop (O presidente é pop, o indigente é pop)
O pop não poupa ninguém (Nós somos pop também)
O papa levou um tiro a queima roupa (Antigamente é pop, atualmente é pop)
O pop não poupa ninguém

Toda catedral é populista
É pop, é macumba pra turista
E afinal o que é rock 'n' roll?
Os óculos do John, ou o olhar do Paul?

O papa é pop, o papa é pop
O pop não poupa ninguém (Guém, guém, guém, guém)
O papa levou um tiro à queima roupa (O papa é pop)
O pop não poupa ninguém

O papa é pop, o papa é pop
O pop não poupa ninguém (Guém, guém, guém, guém)
O papa levou um tiro à queima roupa (O papa é pop)
O pop não poupa
O pop não poupa
O pop não poupa

Ninguém...",Engenheiros Do Hawaii,O papa é pop,O Papa É Pop,"brazilian rock,classic rock,rock,rock nacional",5HDlh6UhT3AMQs935wE1qr,56.0,1990,0.568,0.7,6.0,1.0,0.5710000000000001,131.885,265040
63934,"Tudo o que eu tenho a Te ofertar
É um quebrantado coração
Eu queria ter muito, muito mais
Mas tudo o que eu tenho é
Um quebrantado coração

Um quebrantado coração...
Move o coração de Deus
Um quebrantado coração
Traz o céu pra nós...

Um quebrantado coração...
Move o coração de Deus
Um quebrantado coração
Traz o céu pra nós...

Conhecer a Deus é ir mais além
É rasgar o céu com o coração...
É tocar a Deus com uma canção
De um quebrantado coração...

Um quebrantado coração...
Move o coração de Deus
Um quebrantado coração
Traz o céu pra nós...

Um quebrantado coração
Move o coração de Deus
Um quebrantado coração
Traz o céu pra nós...
Traz o céu pra nós...
Move o coração de Deus",Fernanda Brum,Quebrantado Coração,Quebrantado Coração,"gospel,adoracao",4qO3WITv7447OvVUAdJjzM,50.0,2002,0.515,0.158,7.0,1.0,0.263,175.31799999999996,259692
64215,"Não aceitou o nosso fim
Tá desesperado
Falando de mim
Tá me queimando por aí
Meu nome na sua boca
Anda bem docin'

E quem ouve palavra
Não ouve pensamento
Tá se mordendo por dentro
Tá se mordendo por dentro

Cara amarrada
Não apaga sentimento
Tá se mordendo por dentro
Tá se mordendo por dentro

Tá espalhando por aí
Que eu esfriei
Que eu tô mal
Que eu tô sem sal
Realmente eu tô
Sem saudade de você
Eu já fiz foi te esquecer

Tá espalhando por aí
Que eu esfriei
Que eu tô mal
Que eu tô sem sal
Realmente eu tô
Sem saudade de você
Eu já fiz foi te esquecer

Toma distraído
Já sabe né

E quem ouve palavra
Não ouve pensamento
Tá se mordendo por dentro
Tá se mordendo por dentro

Cara amarrada
Não apaga sentimento
Tá se mordendo por dentro
Tá se mordendo por dentro

Tá espalhando por aí
Que eu esfriei
Que eu tô mal
Que eu tô sem sal
Realmente eu tô
Sem saudade de você
Eu já fiz foi te esquecer

Tá espalhando por aí
Que eu esfriei
Que eu tô mal
Que eu tô sem sal
Realmente eu tô
Sem saudade de você
Eu já fiz foi te esquecer

É só vocês agora assim hein

Tá espalhando por aí
Que eu esfriei
Que eu tô mal
Que eu tô sem sal
Realmente eu tô
Sem saudade de você
Eu já fiz foi te esquecer
Sem saudade de você
Eu já fiz foi te esquecer",Marília Mendonça,Sem Sal (Ao Vivo),"Todos Os Cantos, Vol. 1 (Ao Vivo)",sertanejo,0EZuXcsnjEmGuRYdFdcctX,74.0,2019,0.5589999999999999,0.8440000000000001,0.0,1.0,0.823,139.385,162751
64340,"A gota que vai a cada segundo, a lágrima que cai a cada segundo, o sangue que circula
Escorre e cai a cada segundo

Acerta o chão, e velocidade se intensifica, o suicida se identifica, na terra onde
Quem fala muito se complica, na terra onde quem fala pouco, seu dente fica
No lugar, onde a tempestade não possa alcançar, mas é necessário se molhar pra avançar
Mas é necessário avançar pra alcançar, entre raios e trovões são corações como granizo
O frio abaixo de zero graus, o mito, que após a tempestade vem o sol, fica mais difícil
Acreditar, quando olhamos para o céu e eu vejo tudo cinza nesse verde amarelo
E o poder paralelo, de fato o poder paralelo, vermes, germes invisíveis que batem o martelo
Alterando clima, alquimia, confundem a meteorologia

Falsos profetas virão, muitos se ajoelharão e ouvirão, mas só os fortes verão, o inverno travestido de verão
O velho sábio disse que o sol brilha pra todos, é só perceber as chances dada pela vida
E não vacilar, nem se emocionar, porque desde que a gente nasce se inicia a contagem regressiva, será?

(Será, será) Tudo vem, tudo vai
Chuva vem chuva vai
Tudo bem, não tá mais
Eu também quero paz (sou mais um)
Na correria, com meu bonde, minha família, minha gangue
Minha máfia, minha quadrilha (chame como quiser)
Ninguém vive de cena, aqui não tem ator, se não entendeu lamento, a pista não tem tradutor
Apesar dos mandado, dando uma de dublador, se os mano achar fica nublado, ou seja, o tempo fechou!

(Falsos profetas virão, muitos se ajoelharão e ouvirão, falsos profetas virão, mas só os fortes serão)

Falsos profetas virão, muitos se ajoelharão e ouvirão, mas só os fortes verão, o inverno travestido de verão
O velho sábio disse que o sol brilha pra todos, é só perceber as chances dada pela vida
E não vacilar, nem se emocionar, porque desde que a gente nasce se inicia a contagem regressiva, será?

Fumo um cigarro, vejo a vida passar da janela
Fumo um cigarro, vejo a chuva cair da janela
Fumo um cigarro, vejo a vida chamar da janela
Apago o cigarro, vou pra rua cansei da janela
Nos virando enquanto o astro rei não volta, fugindo da derrota
E o mundo vem pra entorpecer
Uma enchente de pensamentos, e a minha alma transborda
Se eu passar minha visão: quem que vai me entender?
Quem que vai me entender?
Quem que vai me entender?

Deixa chover, deixa molhar, lavar, regar, destruir, purificar

O céu te ouve, escuta, as nuvens gritam, berram
é só um reflexo que rola da terra, espelho da terra
Se liga bandido, pow pow!",BK,Um Dia de Chuva Qualquer,Castelos & Ruínas,"rap,hard house,hard trance,trance",0ADa4dNa5Ua2sGgkM8AyQo,40.0,2016,0.715,0.8420000000000001,1.0,1.0,0.725,90.02799999999998,219754
